0.000000000000000000e+00,2.494615408285567326e-01,2.455612377077100117e+00
4.310700363688902748e+00,5.608052411208204191e+00,6.453863281678001940e+00
7.080519279281105582e+00,7.521085330784027967e+00,7.716840318622728567e+00
7.749913542377713682e+00,7.639597199047144294e+00,7.345194232807625845e+00
6.894762988371391010e+00,6.412869905236220802e+00,5.912473471214413578e+00
5.241769440793762946e+00,4.418071719414559340e+00,3.613161964523089242e+00
2.687323380476943413e+00,1.634826824174589355e+00,5.362111746127796730e-01
-5.222280467798515735e-01,-1.761166459330310019e+00,-3.142160528934003771e+00
-4.402840283522724718e+00,-5.772244925940345439e+00,-7.332225578303027902e+00
-8.971284014669343776e+00,-1.048611801442468305e+01,-1.223865244554761134e+01
-1.411201231498794151e+01,-1.606864403747212577e+01,-1.819532028415495972e+01
-2.037558863052457525e+01,-2.274639148225103114e+01,-2.545413600198134674e+01
-2.805171058007915974e+01,-3.060040180375223784e+01,-3.334361583280072239e+01
-3.575697658322377492e+01,-3.829711480966403059e+01,-4.117755097544755927e+01
-4.413486929157917871e+01,-4.711623987769450395e+01,-5.027832731907741959e+01
-5.324884298228108293e+01,-5.635087457472295114e+01,-5.944823568034813377e+01
-6.254460947578419905e+01,-6.605780416965887980e+01,-6.845561910990527110e+01
-7.181220904702350083e+01,-7.472939720638522942e+01,-7.755152992734115003e+01
-8.038078620338897906e+01,-8.332714956912393234e+01,-8.518857633049027811e+01
-8.696153597108218491e+01,-8.931026372068799901e+01,-9.219663799648873237e+01
-9.422309024712885162e+01,-9.630103226013704898e+01,-9.789161326753648495e+01
-9.996215778836604215e+01,-1.018514194145513159e+02,-1.041623534065033425e+02
-1.059434746772747786e+02,-1.074531006605812564e+02,-1.088138194019435048e+02
-1.099240588611382634e+02,-1.111175824261829774e+02,-1.130156309667289634e+02
-1.144668294604024936e+02,-1.153899794096250275e+02,-1.162703350397188586e+02
-1.175225339440266765e+02,-1.185817638942946530e+02,-1.197740624226222224e+02
-1.208912251082578848e+02,-1.218755235351635946e+02,-1.229540483418196715e+02
-1.239810093699178424e+02,-1.245796553090078049e+02,-1.260980316590760424e+02
-1.267931646070742460e+02,-1.278478753530870762e+02,-1.287278747353858819e+02
-1.295869915600422360e+02,-1.305264559314495330e+02,-1.314178659762803534e+02
-1.326818425981958001e+02,-1.338977853811725822e+02,-1.352122321570340091e+02
-1.362473403032619217e+02,-1.370270985500093559e+02,-1.377587384617539215e+02
-1.387678090016689794e+02,-1.394046332260446945e+02,-1.401891387044936153e+02
-1.409330948063602591e+02,-1.412575681133390333e+02,-1.421483665586747520e+02
-1.427844262041779757e+02,-1.434190935892056302e+02,-1.439239622427247411e+02
-1.444595558456785795e+02,-1.452011922388675487e+02,-1.458463057555845808e+02
-1.464270134630550899e+02,-1.470499206557637990e+02,-1.475251983635256749e+02
-1.480810284265376708e+02,-1.487279703773097879e+02,-1.492424838670505665e+02
-1.498500656726804721e+02,-1.504233028797192162e+02,-1.510315833370814573e+02
-1.513914866775904784e+02,-1.520574267171951988e+02,-1.525742029278115695e+02
-1.532404355303781927e+02,-1.537766820864679858e+02,-1.541404546278575936e+02
-1.546909952854979622e+02,-1.553658641387714567e+02,-1.559704414426527990e+02
-1.564745659753851044e+02,-1.570911185206615812e+02,-1.577386048123239846e+02
-1.581864565809138696e+02,-1.589403438526301784e+02,-1.593408661075923476e+02
-1.599899628933447673e+02,-1.606430901342043001e+02,-1.611644270766709042e+02
-1.619294439607832885e+02,-1.626417046638850081e+02,-1.631941323365620917e+02
-1.635209142820755517e+02,-1.640528068710540310e+02,-1.643783787813575827e+02
-1.648851700603154598e+02,-1.654586839799204938e+02,-1.660258419155080674e+02
-1.662688906748350917e+02,-1.668115307229474524e+02,-1.672940600388950543e+02
-1.678166098034363642e+02,-1.682755662512404911e+02,-1.687271623602698583e+02
-1.691127489255812861e+02,-1.695778959635575518e+02,-1.701906980138363394e+02
-1.703092273537896801e+02,-1.707568441358327220e+02,-1.709186033602189241e+02
-1.712793742866604703e+02,-1.715994609141666558e+02,-1.716853348859749815e+02
-1.720370011532833701e+02,-1.722848275240892519e+02,-1.726215866029768335e+02
-1.729417037111277011e+02,-1.731849596058404188e+02,-1.733192794115693687e+02
-1.735868191934225422e+02,-1.737362675536576546e+02,-1.740739330209933655e+02
-1.742100375091036994e+02,-1.742637018276875835e+02,-1.742231482644901348e+02
-1.744790827893392020e+02,-1.742565326513670527e+02,-1.741787277629318851e+02
-1.738794229443369943e+02,-1.737472099183803493e+02,-1.735743437834819645e+02
-1.731054150746616358e+02,-1.726543733027535268e+02,-1.722875705455950879e+02
-1.719754306507331592e+02,-1.715141516077421784e+02,-1.710502476091344306e+02
-1.705834912420699823e+02,-1.701171046840079555e+02,-1.696193077455568243e+02
-1.690922070614812185e+02,-1.685986922305630742e+02,-1.680469447761264519e+02
-1.675860756771107845e+02,-1.670542744813712659e+02,-1.666563367363589521e+02
-1.656491179495765778e+02,-1.647539548426898932e+02,-1.641779228902080376e+02
-1.638177671801381621e+02,-1.630363745211310800e+02,-1.618772508574886899e+02
-1.609055052680969595e+02,-1.597506713260100639e+02,-1.589487352247528236e+02
-1.580072406972613237e+02,-1.567515888929524124e+02,-1.554134137514931524e+02
-1.542852914892899037e+02,-1.536307879461788843e+02,-1.525850836696665453e+02
-1.516430830345100276e+02,-1.506373890833284577e+02,-1.494522277609138996e+02
-1.486102213444978588e+02,-1.477077415151459547e+02,-1.468961029623988281e+02
-1.460657243030435382e+02,-1.450659397505287416e+02,-1.443183955578177518e+02
-1.430266303631640312e+02,-1.420098265432324638e+02,-1.411612089557395109e+02
-1.402025461643029587e+02,-1.395925398420793329e+02,-1.388438370643532949e+02
-1.381530729577238787e+02,-1.373223129645014353e+02,-1.361986477024257169e+02
-1.352791730453026560e+02,-1.345626689951333219e+02,-1.341944052881448499e+02
-1.337846962307101251e+02,-1.333926817588499318e+02,-1.326109785219775290e+02
-1.318280676143012897e+02,-1.313041364282863412e+02,-1.308092058855210666e+02
-1.303464058658742601e+02,-1.296985150914132703e+02,-1.293329550116055486e+02
-1.290176484990258530e+02,-1.285507182219972435e+02,-1.278366992041562327e+02
-1.274655476907203564e+02,-1.274644583672514528e+02,-1.272112877062052263e+02
-1.267506208104119310e+02,-1.264648408778274700e+02,-1.265346090233635863e+02
-1.262007563465358118e+02,-1.254370448996320278e+02,-1.251560650940420203e+02
-1.254004270186174637e+02,-1.254313188288218157e+02,-1.251277010657338877e+02
-1.247660642383377763e+02,-1.247723851391864258e+02,-1.247489071465723356e+02
-1.247834913951569860e+02,-1.250604000734008565e+02,-1.255305737972411180e+02
-1.255993527147093687e+02,-1.257962493253038900e+02,-1.258660276592604674e+02
-1.259348658417986826e+02,-1.260961625774719295e+02,-1.263981198877922196e+02
