0.000000000000000000e+00,1.213740458015267198e-01,5.212406733374183032e-01
4.594529254635646431e-01,4.118816703741452478e-01,3.624497573197135170e-01
3.093246025876804084e-01,2.493860689617841686e-01,1.955580636432496799e-01
1.401631084081326750e-01,8.263515502496571186e-02,2.663692807156858855e-02
-2.298374867190190740e-02,-8.084984278011586589e-02,-1.438708674234329687e-01
-1.976403408309805876e-01,-2.544575196276399054e-01,-3.093181285590098084e-01
-3.614027625586115899e-01,-4.165498921365637375e-01,-4.706772604256757031e-01
-5.277029397135448718e-01,-5.795553947388268901e-01,-6.285818666994381632e-01
-6.923055655915117956e-01,-7.539696121204230161e-01,-8.114989867766375653e-01
-8.667503591586193101e-01,-9.140470638543516380e-01,-9.673654104695534883e-01
-1.023933344095351972e+00,-1.087233087734857939e+00,-1.143406461682616282e+00
-1.198049933653297483e+00,-1.254115649940373611e+00,-1.315486544419274706e+00
-1.370768933949653601e+00,-1.428160444691752851e+00,-1.483690898130175295e+00
-1.533263119613980097e+00,-1.580697044847485966e+00,-1.641055274043651035e+00
-1.697081174767326672e+00,-1.753696792504598756e+00,-1.812463268929751958e+00
-1.865016035272368811e+00,-1.921481318547783035e+00,-1.977548401215464047e+00
-2.034114406890362936e+00,-2.094163317011301650e+00,-2.142825088294493696e+00
-2.202936597041682543e+00,-2.259162587303023884e+00,-2.314085936112481701e+00
-2.370358876781524238e+00,-2.429273148965747087e+00,-2.477333353454596043e+00
-2.524972314417263775e+00,-2.579211760842023526e+00,-2.639716256673169337e+00
-2.692568326646656018e+00,-2.746807737301750318e+00,-2.797566523732559318e+00
-2.854527011887460386e+00,-2.910687017789605591e+00,-2.972536700317749858e+00
-3.028973473415554896e+00,-3.081441507159522697e+00,-3.133035523262674982e+00
-3.184526392908184622e+00,-3.237377743012403997e+00,-3.298316457662219037e+00
-3.353080419209653495e+00,-3.402372616494881097e+00,-3.452235915998988158e+00
-3.507778758324939794e+00,-3.560233705852225317e+00,-3.614016286996751592e+00
-3.668097040698673705e+00,-3.721756011815958942e+00,-3.775890557274106385e+00
-3.830293327074005383e+00,-3.878181351667222998e+00,-3.941270552464800403e+00
-3.991838429222589912e+00,-4.047824771982424963e+00,-4.101425628227591602e+00
-4.156387770194835518e+00,-4.211675673708843881e+00,-4.266883332065908974e+00
-4.329672884239074371e+00,-4.390700432696035271e+00,-4.454403048250118680e+00
-4.513695980225483240e+00,-4.569794048583432300e+00,-4.624836308263758688e+00
-4.684265348391619455e+00,-4.737824375177547509e+00,-4.794253289357039982e+00
-4.848647009659668328e+00,-4.895490631991894936e+00,-4.955023479907011641e+00
-5.010735197457245604e+00,-5.064223474972033401e+00,-5.115654133634023104e+00
-5.168174794985413989e+00,-5.226033084391854544e+00,-5.281893440248254024e+00
-5.336346490950079513e+00,-5.392463893363470540e+00,-5.445982949632001358e+00
-5.500837504578325543e+00,-5.557226197999827200e+00,-5.608356904462399761e+00
-5.662556001461158672e+00,-5.716730939418139812e+00,-5.772636303069138997e+00
-5.822032842655350926e+00,-5.878027281106356305e+00,-5.930447953152034657e+00
-5.987764861436304820e+00,-6.041848251644922563e+00,-6.090556421199879722e+00
-6.145323862595754250e+00,-6.202697196166941040e+00,-6.259548266027355368e+00
-6.313809142107251304e+00,-6.369339196884695298e+00,-6.425826530330005504e+00
-6.478491864599310368e+00,-6.538568861816123956e+00,-6.589130856697856586e+00
-6.648705627302806676e+00,-6.705920960812305154e+00,-6.759960980279778653e+00
-6.821393905954184156e+00,-6.881820324337650341e+00,-6.936363526771594401e+00
-6.984655066891003017e+00,-7.039729004241796595e+00,-7.088750051492711535e+00
-7.144600881958822036e+00,-7.201896131951070146e+00,-7.259080288953141391e+00
-7.306062803383672311e+00,-7.361661184618163212e+00,-7.415494397542286897e+00
-7.468746434939466106e+00,-7.523815435890456094e+00,-7.579009628347760597e+00
-7.630356118009247623e+00,-7.685144639795825405e+00,-7.746503411814582130e+00
-7.793906515268148816e+00,-7.852003650043610783e+00,-7.901649987357365568e+00
-7.958433929620992942e+00,-8.014247099701186983e+00,-8.065784473200199756e+00
-8.124629678799889732e+00,-8.180034866740612642e+00,-8.239379532204381462e+00
-8.298002180293293506e+00,-8.353746137724410659e+00,-8.408655312557439032e+00
-8.467820309697424719e+00,-8.525359088532068697e+00,-8.587214431111183544e+00
-8.642489080597165696e+00,-8.696477130376504050e+00,-8.749336128359473719e+00
-8.810407065379369129e+00,-8.863290187725111124e+00,-8.918205794555982280e+00
-8.969947235141468411e+00,-9.024577185467395068e+00,-9.079527444324147822e+00
-9.128558778091449000e+00,-9.177760467584981541e+00,-9.229807382280169392e+00
-9.285709743823868934e+00,-9.340426862778677730e+00,-9.395861449492324269e+00
-9.451155864553593133e+00,-9.505908992706350702e+00,-9.560355792294737753e+00
-9.617474856081114964e+00,-9.674089326902260311e+00,-9.731505628395057172e+00
-9.789758504892766666e+00,-9.849346054871555012e+00,-9.909718928820616668e+00
-9.958047311549432123e+00,-1.001139819414024323e+01,-1.006957192378332877e+01
-1.013343982260657761e+01,-1.018914233005898140e+01,-1.023818978383091327e+01
-1.029132073395850355e+01,-1.034199592095554188e+01,-1.040253845585042214e+01
-1.045919352782946277e+01,-1.050755612324843824e+01,-1.055557120438563246e+01
-1.060974045860228365e+01,-1.067343342207280443e+01,-1.072703176994103380e+01
-1.078275656982258823e+01,-1.083993158901092357e+01,-1.088925570886912375e+01
-1.094565170735620718e+01,-1.100228000184573496e+01,-1.105818796947375660e+01
-1.111357136014325597e+01,-1.116910702789231991e+01,-1.122799324230302531e+01
-1.127731935283154385e+01,-1.133228578226334449e+01,-1.138793718879668049e+01
-1.144102172539253814e+01,-1.150088322237260208e+01,-1.155745128560106672e+01
-1.161536996379907549e+01,-1.167018917971754810e+01,-1.171728517591571261e+01
-1.177039387324824560e+01,-1.182689029283574023e+01,-1.188744955825521288e+01
