2.629394531250000000e-01,-4.997558593750000000e-01,8.344726562500000000e-01,-8.793261880276773482e-03,5.595712105630674428e-03,-1.065849924882033162e-03
2.695312500000000000e-01,-4.916992187500000000e-01,8.437500000000000000e-01,-9.192955602107536622e-03,5.862174586851183478e-03,-6.661562030512708892e-04
2.536621093750000000e-01,-5.026855468750000000e-01,8.427734375000000000e-01,-8.260336917835758852e-03,5.862174586851183478e-03,-1.465543646712795869e-03
2.517089843750000000e-01,-4.931640625000000000e-01,8.312988281250000000e-01,-8.793261880276773482e-03,5.462480865020421204e-03,-1.065849924882033162e-03
2.600097656250000000e-01,-4.909667968750000000e-01,8.371582031250000000e-01,-9.992343045769061169e-03,5.595712105630674428e-03,-6.661562030512708892e-04
2.631835937500000000e-01,-4.916992187500000000e-01,8.474121093750000000e-01,-8.793261880276773482e-03,5.196018383799912155e-03,-5.329249624410165812e-04
2.546386718750000000e-01,-4.948730468750000000e-01,8.410644531250000000e-01,-8.926493120887028440e-03,5.595712105630674428e-03,-6.661562030512708892e-04
2.656250000000000000e-01,-4.987792968750000000e-01,8.413085937500000000e-01,-1.039203676759982431e-02,4.929555902579404840e-03,-9.326186842717791798e-04
2.587890625000000000e-01,-4.948730468750000000e-01,8.374023437500000000e-01,-9.059724361497283399e-03,5.595712105630674428e-03,-7.993874436615249802e-04
2.626953125000000000e-01,-4.916992187500000000e-01,8.359375000000000000e-01,-8.793261880276773482e-03,5.329249624410167113e-03,-9.326186842717791798e-04
2.761230468750000000e-01,-4.973144531250000000e-01,8.361816406250000000e-01,-8.793261880276773482e-03,5.462480865020421204e-03,-6.661562030512708892e-04
2.624511718750000000e-01,-4.978027343750000000e-01,8.557128906250000000e-01,-8.793261880276773482e-03,5.462480865020421204e-03,-1.065849924882033162e-03
2.602539062500000000e-01,-4.909667968750000000e-01,8.388671875000000000e-01,-7.860643196004995711e-03,5.462480865020421204e-03,-9.326186842717791798e-04
2.763671875000000000e-01,-4.953613281250000000e-01,8.461914062500000000e-01,-9.859111805158809680e-03,4.929555902579404840e-03,-5.329249624410165812e-04
2.587890625000000000e-01,-4.924316406250000000e-01,8.420410156250000000e-01,-8.660030639666520258e-03,5.462480865020421204e-03,-1.199081165492287470e-03
